"","plant_species","interaction","unique_id","order_all","family","genus","species","sex_or_flower_type","breeding_system","autonomous_selfing_level","autonomous_selfing_level_data_type","autonomous_selfing_level_fruit_set","autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","compatibility","self_compatible_author","self_compatible_reference","self_compatible_doi","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","flower_colour","flower_morphology","flower_symmetry","floral_unit_width","corolla_diameter_mean","corolla_diameter_min","corolla_diameter_max","corolla_length_mean","corolla_length_min","corolla_length_max","tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_n","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_info","doi","doi__1","doi__2","doi__3","net_id","net_id.1","visits","z_score_sum","phylo"
"971","Tambourissa peltata",0,"kaiser_bunbury_2010","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","separated","dioecious","NA","quantitative","0","0","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","green","exposed","zygomorphic","15.5",15.5,"14","17","8","7","9","NA","NA","0.4","0.3","0.5","NA",450,"400","500","NA","NA","tree","perennial","12","15",13.5,"NA; williams 2008","online: http://pages.intnet.mu/; journal: pnas","NA; https://doi.org/10.1073/pnas.0800036105",NA,NA,NA,NA,"14_2_kaiser-bunbury_2010_mauritius_restored.csv",24,-0.407032824232327,"Tambourissa peltata"
"976","Teucrium fruticans",0,"bartomeus_2015","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","bowl","zygomorphic","9",9,"NA","NA","19.100000000000001","15","25","NA","22","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","NA","2.5",1.25,"NA; ojeda & diez 1992; NA","online: http://www.maltawildplants.com/; journal: plant systematics and evolution *style length*; book: dendrology: cones, flowers, fruits & seeds","NA","10.1007/BF00937734","NA","NA","NA","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",163,2.8246940337257,"Teucrium fruticans"
"977","Teucrium fruticans",0,"bartomeus_2015","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","bisexual","hermaphrodite","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","bowl","zygomorphic","9",9,"NA","NA","19.100000000000001","15","25","NA","22","NA","NA","NA","NA",4,"NA","NA","NA","NA","shrub","perennial","NA","2.5",1.25,"NA; ojeda & diez 1992; NA","online: http://www.maltawildplants.com/; journal: plant systematics and evolution *style length*; book: dendrology: cones, flowers, fruits & seeds","NA","10.1007/BF00937734","NA","NA","NA","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",90,0.459953558759802,"Teucrium fruticans"
"978","Thalictrum delavayi",0,"fang_2008","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum delavayi","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","dish","actinomorphic","19.100000000000001",19.1,"NA","NA","2.1","NA","NA","NA","NA","NA","NA","NA","NA",18.5,"15","22","NA","NA","herb","perennial","0.6","2",1.3,"NA; NA","online: http://www.efloras.org/; online: http://worldfloraonline.org/","NA","NA","NA","NA","NA","5_1_fang_2008_china.csv",297,2.78182143315329,"Thalictrum delavayi"
"979","Thalictrum rostellatum",0,"fang_2008","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum rostellatum","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","5",5,"NA","NA","1","NA","NA","NA","3","NA","NA","NA","NA",5.5,"4","7","NA","NA","herb","perennial","0.4","0.6",0.5,"NA","online: http://www.efloras.org/","NA","NA","NA","NA","NA","5_1_fang_2008_china.csv",10,-0.931586712497846,"Thalictrum rostellatum"
"980","Thapsia villosa",0,"bartomeus_2015","Apiales","Apiaceae","Thapsia","Thapsia villosa","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10",10,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","herb","perennial","NA","2",1,"NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","12_11_bartomeus_spain_2008_Niebla_unp.csv",19,0.98233099251841,"Thapsia villosa"
"981","Thapsia villosa",0,"bartomeus_2015","Apiales","Apiaceae","Thapsia","Thapsia villosa","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10",10,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","herb","perennial","NA","2",1,"NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",2,-0.357258840033802,"Thapsia villosa"
"982","Thapsia villosa",0,"bartomeus_2015","Apiales","Apiaceae","Thapsia","Thapsia villosa","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10",10,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","herb","perennial","NA","2",1,"NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",10,-0.552257988810471,"Thapsia villosa"
"983","Thapsia villosa",0,"bartomeus_2015","Apiales","Apiaceae","Thapsia","Thapsia villosa","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10",10,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","herb","perennial","NA","2",1,"NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",10,-0.402261044109125,"Thapsia villosa"
"984","Thapsia villosa",0,"bartomeus_2015","Apiales","Apiaceae","Thapsia","Thapsia villosa","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10",10,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","herb","perennial","NA","2",1,"NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","12_3_bartomeus_spain_2008_Bonares_unp.csv",15,-0.715295912076771,"Thapsia villosa"
"985","Thespesia populnea",69,"mauritius_valerie_unpublished_data","Malvales","Malvaceae","Thespesia","Thespesia populnea","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","campanulate","actinomorphic","60",60,"NA","NA","60","NA","NA","NA","4","NA","NA","NA","NA",22.5,"20","25","NA","NA","tree","perennial","6","9",7.5,"NA; howard 1949","online: https://www.cabi.org/; journal: bulletin of the torrey botanicul club","NA","https://doi.org/10.2307/2482217","NA","NA","NA","8_2_olesen_2002_mauritius.csv",92,-0.196678370402299,"Thespesia populnea"
"986","Thymelaea hirusta",0,"bartomeus_2008","Malvales","Thymelaeaceae","Thymelaea","Thymelaea hirsuta","separated & bisexual","subdioecious","low","qualitative","NA","NA","NA","self_compatible","cornara 2005","journal: plant systematics and evolution","10.1007/s00606-004-0236-x","NA","flower","yes","apomixis but low","yes","yellow","campanulate","actinomorphic","11",3.75,"3.5","4","2.5","NA","NA","NA","0.25","NA","NA","98","NA",1,"NA","NA","NA","NA","shrub","perennial","1","2",1.5,"NA; zahran & willis 1992; cornara et al., 2005","online: http://powo.science.kew.org/ *life form*; book: the vegetation of egypt *height*; journal: Plant systematics and evolution *compatibility, breeding system, apomixis, flower size*","NA","ISBN :412315106","10.1007/s00606-004-0236-x","NA","NA","1_1_bartomeus_spain_2008_batca_1_2.csv",25,-0.0216766174476076,"Thymelaea hirsuta"
"987","Thymus mastichina",6,"bartomeus_2015","Lamiales","Lamiaceae","Thymus","Thymus mastichina","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","zygomorphic","3",3,"NA","NA","14","NA","NA","14","NA","NA","NA","NA","NA",3.01,"NA","NA","NA","NA","shrub","perennial","NA","0.8",0.4,"NA; singh 2019","online: https://www.floravascular.com *flower zise from book through calix size*; book: plant systematics","NA","NA","NA","NA","NA","12_3_bartomeus_spain_2008_Bonares_unp.csv",16,-0.681766416198172,"Thymus mastichina"
"1001","Torilis japonica",0,"bundgaard_2003","Apiales","Apiaceae","Torilis","Torilis japonica","bisexual","hermaphrodite","NA","NA","NA","NA","NA","self_compatible","NA","NA","NA","NA","flower","no","NA","NA","white","dish","zygomorphic","5",5,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","annual","0.05","0.9",475,"NA; ditommaso 2014; NA","online: http://www.luontoportti.com/; journal: invasive plant science and management; online: https://static1.squarespace.com","NA","https://doi.org/10.1614/IPSM-D-14-00028.1","NA","NA","335","18_1_bundgaard_2003_denmark.csv",37,-0.743603833204986,"Torilis japonica"
"1003","Tradescantia virginiana",0,"burkle_usa_2013","Commelinales","Commelinaceae","Tradescantia","Tradescantia virginiana","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","hetweck & pyres 2014","journal: systematic botany","https://doi.org/10.1600/036364414X677991","NA","flower","NA","NA","no","purple","dish","actinomorphic","35",35,"NA","NA","10","NA","NA","NA","3","NA","NA","NA","NA",6,"NA","NA","NA","NA","herb","perennial","NA","0.3",0.15,"NA","online: http://www.missouriplants.com *style length*; online: http://beta.semanticfna.org/","NA",NA,NA,NA,NA,"16_1_burkle_usa_2013.csv",63,-0.253493485053044,"Tradescantia virginiana"
"1006","Trientalis europaea",0,"dupont_2009","Ericales","Primulaceae","Trientalis","Lysimachea europaea","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","yes","stolons","NA","white","dish","actinomorphic","13.1",13.1,"12","16","1.1000000000000001","NA","NA","NA","NA","NA","NA","NA","NA",19,"2","36","NA","NA","herb","perennial","0.05","0.2",0.12,"NA; taylor et al., 2008","online: http://www.luontoportti.com/suomi/en/kukkakasvit/chickweed-wintergreen; journal: journal of ecology","NA","https://doi.org/10.1046/j.1365-2745.2002.00644.x","NA","NA","NA","3_2_dupont_2009_denmark_ib.csv",748,2.79285349164858,"Lysimachea europaea"
"1007","Trientalis europaea",0,"dupont_2009","Ericales","Primulaceae","Trientalis","Lysimachea europaea","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","yes","stolons","NA","white","dish","actinomorphic","13.1",13.1,"12","16","1.1000000000000001","NA","NA","NA","NA","NA","NA","NA","NA",19,"2","36","NA","NA","herb","perennial","0.05","0.2",0.12,"NA; taylor et al., 2008","online: http://www.luontoportti.com/suomi/en/kukkakasvit/chickweed-wintergreen; journal: journal of ecology","NA","https://doi.org/10.1046/j.1365-2745.2002.00644.x","NA","NA","NA","3_3_dupont_2009_denmark_so.csv",106,0.0318735715774931,"Lysimachea europaea"
"1008","Trientalis europaea",0,"dupont_2009","Ericales","Primulaceae","Trientalis","Lysimachea europaea","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","yes","stolons","NA","white","dish","actinomorphic","13.1",13.1,"12","16","1.1000000000000001","NA","NA","NA","NA","NA","NA","NA","NA",19,"2","36","NA","NA","herb","perennial","0.05","0.2",0.12,"NA; taylor et al., 2008","online: http://www.luontoportti.com/suomi/en/kukkakasvit/chickweed-wintergreen; journal: journal of ecology","NA","https://doi.org/10.1046/j.1365-2745.2002.00644.x","NA","NA","NA","3_1_dupont_2009_denmark_hl.csv",699,2.14037654762639,"Lysimachea europaea"
"1010","Trifolium dubium",7,"dicks_2002","Fabales","Fabaceae","Trifolium","Trifolium dubium","bisexual","hermaphrodite","high","quantitative","100","0.97","750","self_compatible","dhar, sharma & sharma 2006","journal: current science","NA","NA","flower","NA","NA","NA","yellow","papilionaceous","actinomorphic","8.5",8.5,"8","9","8.5","8","9","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","herb","annual","0.05","0.5",0.27,"Dhar et al 2006","Current Science","Ovule abortion in relation to breeding system in four Trifolium species","NA","NA","NA","NA","2_1_dicks_2002_england_shelfanger.csv",19,-0.371942742723661,"Trifolium dubium"
"1011","Trifolium dubium",7,"dicks_2002","Fabales","Fabaceae","Trifolium","Trifolium dubium","bisexual","hermaphrodite","high","quantitative","100","0.97","750","self_compatible","dhar, sharma & sharma 2006","journal: current science","NA","NA","flower","NA","NA","NA","yellow","papilionaceous","actinomorphic","8.5",8.5,"8","9","8.5","8","9","NA","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","herb","annual","0.05","0.5",0.27,"Dhar et al 2006","Current Science","Ovule abortion in relation to breeding system in four Trifolium species","NA","NA","NA","NA","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.333436579008675,"Trifolium dubium"
"1012","Trifolium pratense",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium pratense","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","denward 1963","journal: hereditas","https://doi.org/10.1111/j.1601-5223.1963.tb01882.x","NA","flower","NA","NA","NA","pink_red","papilionaceous","zygomorphic","6.75",6.75,"NA","NA","15","12","18","NA","7","NA","NA","NA","NA",2.5,"2","3","NA","NA","herb","perennial","0.15","0.5",325,"NA; kendall & taylor 1969; NA","online: http://www.luontoportti.com; online: http://www.missouriplants.com/","NA","10.1007/BF00366488","NA","NA","NA","2_1_dicks_2002_england_shelfanger.csv",3,-0.407729239370579,"Trifolium pratense"
"1013","Trifolium pratense",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium pratense","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","denward 1963","journal: hereditas","https://doi.org/10.1111/j.1601-5223.1963.tb01882.x","NA","flower","NA","NA","NA","pink_red","papilionaceous","zygomorphic","6.75",6.75,"NA","NA","15","12","18","NA","7","NA","NA","NA","NA",2.5,"2","3","NA","NA","herb","perennial","0.15","0.5",325,"NA; kendall & taylor 1969; NA","online: http://www.luontoportti.com; online: http://www.missouriplants.com/","NA","10.1007/BF00366488","NA","NA","NA","5_1_fang_2008_china.csv",53,-0.375222425867188,"Trifolium pratense"
"1016","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","17_3_arroyo_correa_new_zealand_2019_3.csv",18,-0.0869062591183082,"Trifolium repens"
"1017","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","5_1_fang_2008_china.csv",109,0.349345017186692,"Trifolium repens"
"1018","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","2_1_dicks_2002_england_shelfanger.csv",7,-0.398782615208849,"Trifolium repens"
"1019","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.327902361929693,"Trifolium repens"
"1020","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","17_2_arroyo_correa_new_zealand_2019_2.csv",10,-0.30573478156874,"Trifolium repens"
"1021","Trifolium repens",0,"beck_2006","Fabales","Fabaceae","Trifolium","Trifolium repens","bisexual","hermaphrodite","none","quantitative","0","NA","NA","self_incompatible","rodet et al., 1998","journal: oecologia","https://doi.org/10.1007/s004420050424","NA","flower","yes","stolons","NA","white","papilionaceous","zygomorphic","3",3,"NA","NA","9","8","10","NA","3","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.1","0.3",0.2,"rodet et al., 1998; NA; NA; NA; NA","journal: oecologia; online: http://www.luontoportti.com; online: http://www.ogtr.gov.au; online: http://www.missouriplants.com/","https://doi.org/10.1007/s004420050424","NA","NA","NA","NA","17_1_arroyo_correa_new_zealand_2019_1.csv",5,-0.463343961929251,"Trifolium repens"
