"","Original_names","Visits","d","Id","Order","Family","Genus","Species","Breeding_system","Compatibility","Selfing","Selfing_quantitative","Flower_shape","Flower_symmetry","Flower_number","Flower_inflorescence","Floral_unit_width","Flower_width","Flower_length","Style_length","Ovule_number","Life_form","Life_span","Plant_height"
"344","Galium saxatile",5,1,"3_1_dupont_2009_denmark_hl","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.6
"345","Galium saxatile",519,1,"3_2_dupont_2009_denmark_ib","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.6
"346","Galium saxatile",26,1,"3_3_dupont_2009_denmark_so","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.6
"347","Galium verum",8,0.746652999046967,"2_2_dicks_2002_england_hicklingbroad","Gentianales","Rubiaceae","Galium","Galium verum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",300,20,20,3,3,1,2,"herb","Perennial",0.3
"348","Gastonia crassa",20,0.224865383626563,"11_3_kaiser-bunbury_2017_seychelles_copolia","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"349","Gastonia crassa",135,0.300074701960372,"11_6_kaiser-bunbury_2017_seychelles_salazie","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"350","Gastonia crassa",296,0.350607089554767,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"351","Gastonia crassa",86,0.391541061439182,"13_3_kaiser-bunbury_2011_seychelles_copolia","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"352","Gastonia crassa",71,0.287858813331436,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"353","Gaylussacia baccata",114,0.425070584095161,"9_1_small_1976_canada","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Hermaphrodite","partially_self_compatible","low",10,"Tube","actinomorphic",2000,100,120,4,7,5.05,10,"shrub","Perennial",0.6
"354","Geniostoma borbonicum",130,0.300532442136662,"14_2_kaiser-bunbury_2010_mauritius_restored","Gentianales","Loganiaceae","Geniostoma","Geniostoma borbonicum","Hermaphrodite","partially_self_compatible","low",9.96079166666667,"Campanulate","actinomorphic",500,100,60,8,4.75,1.15,65,"tree","Perennial",8.5
"355","Genista anglica",3,1,"3_2_dupont_2009_denmark_ib","Fabales","Fabaceae","Genista","Genista anglica","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,15,25,8,12.5,6.5,17.9,"shrub","Perennial",0.38
"356","Genista anglica",566,1,"3_3_dupont_2009_denmark_so","Fabales","Fabaceae","Genista","Genista anglica","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,15,25,8,12.5,6.5,17.9,"shrub","Perennial",0.38
"357","Genista hirsuta",15,0.0916602538982071,"12_15_bartomeus_spain_2008_Villamanriqueeste_unp","Fabales","Fabaceae","Genista","Genista hirsuta","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,20,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.9
"358","Genista hirsuta",8,0.0183910023233668,"12_16_bartomeus_spain_2008_Villamanriquesur_unp","Fabales","Fabaceae","Genista","Genista hirsuta","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,20,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.9
"359","Genista pilosa",341,1,"3_3_dupont_2009_denmark_so","Fabales","Fabaceae","Genista","Genista pilosa","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,30,20,7,10,6.5,13,"shrub","Perennial",0.6
"360","Gentiana chungtienensis",23,0.61994476984529,"5_1_fang_2008_china","Gentianales","Gentianaceae","Gentiana","Gentiana chungtienensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",30,30,19.5,19.5,19.5,1.75,150,"herb","Short lived",0.04
"361","Gentiana crassicaulis",33,0.100199130792334,"5_1_fang_2008_china","Gentianales","Gentianaceae","Gentiana","Gentiana crassicaulis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",35,35,80,20.1,21,2.25,150,"herb","Perennial",0.2
"362","Gentianella diemensis",55,0.817634854865672,"6_1_inouye_1988_australia","Gentianales","Gentianaceae","Gentianella","Gentianella diemensis","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,5,100,18,10,15,85,"herb","Short lived",0.26
"363","Geranium delavaryi",131,0.10207840452492,"5_1_fang_2008_china","Geraniales","Geraniaceae","Geranium","Geranium delavayi","Hermaphrodite","self_compatible","low",16.9519,"Open","actinomorphic",2,2,17.5,17.5,4.1,24.1,10,"herb","Perennial",0.54
"364","Geranium maculatum",129,0.426864470645088,"16_1_burkle_usa_2013","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Dioecious","partially_self_compatible","low",13,"Open","actinomorphic",10,5,25.1,25.1,13,5,10,"herb","Perennial",0.5
"365","Gnaphalium affine",7,0.432954407243344,"5_1_fang_2008_china","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium affine","Hermaphrodite","self_compatible","medium",55.9030316666667,"Capitulum","actinomorphic",75,75,15,2.5,2.5,0.5,10,"herb","Short lived",0.2
"366","Gomphrena celosioides",17,0.678943951857405,"10_1_souza_2017_brazil_chaco","Caryophyllales","Amaranthaceae","Gomphrena","Gomphrena celosioides","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",1000,50,25,2,5.5,0.4,1,"herb","Perennial",0.15
"367","Gomphrena elegans",31,0.716856654070108,"10_1_souza_2017_brazil_chaco","Caryophyllales","Amaranthaceae","Gomphrena","Gomphrena elegans","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",100,75,31.12,2,3,2.25,1,"herb","Short lived",1
"368","Grangeria borbonica",73,0.149110228459884,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Chrysobalanaceae","Grangeria","Grangeria borbonica","Hermaphrodite","self_compatible","low",11.4794166666667,"Open","actinomorphic",100,10,60,16,5,3.5,2,"tree","Perennial",6
"369","Grangeria borbonica",32,0.171752919792753,"14_2_kaiser-bunbury_2010_mauritius_restored","Malpighiales","Chrysobalanaceae","Grangeria","Grangeria borbonica","Hermaphrodite","self_compatible","low",11.4794166666667,"Open","actinomorphic",100,10,60,16,5,3.5,2,"tree","Perennial",6
"370","Halenia elliptica",101,0.165989694048169,"5_1_fang_2008_china","Gentianales","Gentianaceae","Halenia","Halenia elliptica","Hermaphrodite","self_compatible","high",100,"Campanulate","actinomorphic",10,10,24,8,17.5,4,14.5,"herb","Short lived",0.4
"371","Halimium commutatum",9,0.550648358521085,"12_13_bartomeus_spain_2008_Pinodelcuervo_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"372","Halimium commutatum",14,0.145176465842743,"12_14_bartomeus_spain_2008_Urbanizaciones_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"373","Halimium commutatum",58,0.153619740888594,"12_3_bartomeus_spain_2008_Bonares_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"374","Halimium commutatum",10,0.131737588460351,"12_7_bartomeus_spain_2008_Esparragal_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"375","Halimium commutatum",7,0.37666598134606,"12_8_bartomeus_spain_2008_LaCunya_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"376","Halimium commutatum",33,0.27507720759895,"12_9_bartomeus_spain_2008_LaRocina_unp","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"377","Halimium halimifolium",17,0.414784779627828,"12_16_bartomeus_spain_2008_Villamanriquesur_unp","Malvales","Cistaceae","Halimium","Halimium halimifolium","Hermaphrodite","self_incompatible","none",1,"Open","actinomorphic",50,5,28,28,3,1,46,"shrub","Perennial",1
"378","Halimium halimifolium",11,0.82537928108408,"12_2_bartomeus_spain_2008_ConventodelaLuz_unp","Malvales","Cistaceae","Halimium","Halimium halimifolium","Hermaphrodite","self_incompatible","none",1,"Open","actinomorphic",50,5,28,28,3,1,46,"shrub","Perennial",1
"379","Harungana madagascariensis",17,0.191654241251415,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Hypericaceae","Harungana","Harungana madagascariensis","Hermaphrodite","self_compatible","low",10.06845,"Open","actinomorphic",18000,300,5.5,5.5,2.66454166666667,1.5,5,"tree","Perennial",12.5
"380","Hebe brachysiphon",5,0.663449071995236,"17_1_arroyo_correa_new_zealand_2019_1","Lamiales","Plantaginaceae","Veronica","Veronica brachysiphon","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",150,20,20,4.5,3.5,5.7,21,"shrub","Perennial",1.3
"381","Helenium donianum",2,0.0619369559590849,"15_2_peralta_2006_mendoza_site_2","Asterales","Asteraceae","Helenium","Helenium donianum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,1,23.75,23.75,12.0885375,0.5,500,"herb","Perennial",0.55
"382","Helenium donianum",3,0.672223822949942,"15_3_peralta_2006_mendoza_site_3","Asterales","Asteraceae","Helenium","Helenium donianum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,1,23.75,23.75,12.0885375,0.5,500,"herb","Perennial",0.55
"383","Helichrisum stoechas",10,0.574529336577608,"1_3_bartomeus_spain_2008_medca_1_2","Asterales","Asteraceae","Helichrysum","Helichrysum stoechas","Hermaphrodite","self_compatible","low",21.7639333333333,"Capitulum","actinomorphic",500,7,10,10,10,0.25,30,"herb","Perennial",0.35
"384","Helichrisum stoechas",4,0.323643157597979,"1_4_bartomeus_spain_2008_medca_2_3","Asterales","Asteraceae","Helichrysum","Helichrysum stoechas","Hermaphrodite","self_compatible","low",21.7639333333333,"Capitulum","actinomorphic",500,7,10,10,10,0.25,30,"herb","Perennial",0.35
"385","Helichrisum stoechas",3,0.222260460363336,"1_6_bartomeus_spain_2008_selop_1_2","Asterales","Asteraceae","Helichrysum","Helichrysum stoechas","Hermaphrodite","self_compatible","low",21.7639333333333,"Capitulum","actinomorphic",500,7,10,10,10,0.25,30,"herb","Perennial",0.35
"386","Helichrysum alpinum",12,0.513142528056045,"6_1_inouye_1988_australia","Asterales","Asteraceae","Anaphalioides","Anaphalioides alpinum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3,1,22,22,10,3.7,183,"shrub","Perennial",3
"387","Helichrysum proteoides",30,0.163781318825437,"14_1_kaiser-bunbury_2010_mauritius_control","Asterales","Asteraceae","Helichrysum","Helichrysum proteoides","Hermaphrodite","self_compatible","low",18.6373,"Capitulum","actinomorphic",5,1,80,10,10,2,30,"herb","Perennial",0.25
"388","Helichrysum proteoides",24,0.300066469554977,"14_2_kaiser-bunbury_2010_mauritius_restored","Asterales","Asteraceae","Helichrysum","Helichrysum proteoides","Hermaphrodite","self_compatible","low",18.6373,"Capitulum","actinomorphic",5,1,80,10,10,2,30,"herb","Perennial",0.25
"389","Helichrysum scorpioides",42,0.432575262693072,"6_1_inouye_1988_australia","Asterales","Asteraceae","Helichrysum","Helichrysum scorpioides","Hermaphrodite","self_compatible","low",20.05775,"Capitulum","actinomorphic",5,1,24.5,24.5,9.1,0.1,200,"herb","Perennial",0.275
"390","Helipterum albicans",24,0.706856954388401,"6_1_inouye_1988_australia","Asterales","Asteraceae","Leucochrysum","Leucochrysum albicans","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,32.5,32.5,16.25,0.5,168.58087202381,"herb","Perennial",0.25
"391","Herissantia nemoralis",39,0.87723481349518,"10_1_souza_2017_brazil_chaco","Malvales","Malvaceae","Herissantia","Herissantia nemoralis","Hermaphrodite","self_compatible","low",19.6793083333333,"Open","actinomorphic",5,1,0.7,0.7,0.5,0.5,10,"herb","Perennial",0.75
"392","Herpetospermum pedunculosum",4,0.388556574490323,"5_1_fang_2008_china","Cucurbitales","Cucurbitaceae","Herpetospermum","Herpetospermum pedunculosum","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",50,1,45,45,60,26,15,"vine","Short lived",3.03454166666667
"393","Heteropterys glabra",61,0.865674552447534,"10_1_souza_2017_brazil_chaco","Malpighiales","Malpighiaceae","Heteropterys","Heteropterys glabra","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",300,15,100,30,5,5,3,"shrub","Perennial",1.5
"394","Hibiscus tiliaceus",166,0.138416952991977,"8_2_olesen_2002_mauritius","Malvales","Malvaceae","Hibiscus","Hibiscus tiliaceus","Hermaphrodite","self_compatible","low",13.4501833333333,"Open","actinomorphic",75,3,140,140,50,45,50,"tree","Perennial",5
"395","Hieracium pilosella",7,0.120723913098378,"17_1_arroyo_correa_new_zealand_2019_1","Asterales","Asteraceae","Pilosella","Pilosella officinarum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,10,10,9,9,70,"herb","Perennial",0.3
"396","Hieracium pilosella",2,0.144003079968815,"17_3_arroyo_correa_new_zealand_2019_3","Asterales","Asteraceae","Pilosella","Pilosella officinarum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,10,10,9,9,70,"herb","Perennial",0.3
"397","Hieracium pilosella",4,1,"3_3_dupont_2009_denmark_so","Asterales","Asteraceae","Pilosella","Pilosella officinarum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,10,10,9,9,70,"herb","Perennial",0.3
"398","Hieracium umbellatum",2,1,"3_2_dupont_2009_denmark_ib","Asterales","Asteraceae","Hieracium","Hieracium umbellatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",10,10,25,25,12.5,6,55,"herb","Perennial",0.75
"399","Hieracium umbellatum",24,1,"3_3_dupont_2009_denmark_so","Asterales","Asteraceae","Hieracium","Hieracium umbellatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",10,10,25,25,12.5,6,55,"herb","Perennial",0.75
"400","Homalanthus populifolius",164,0.328797371565284,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Euphorbiaceae","Homalanthus","Homalanthus populifolius","Monoecious","monoecious","none",0,"Open","actinomorphic",1000,10,25,4,1,0.625,3,"tree","Perennial",6
"401","Hydrophyllum appendiculatum",366,0.560977343119457,"16_1_burkle_usa_2013","Boraginales","Boraginaceae","Hydrophyllum","Hydrophyllum appendiculatum","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",20,5,45,16,10,2,1,"herb","Short lived",0.48
"402","Hydrophyllum virginianum",56,0.365329982992489,"16_1_burkle_usa_2013","Boraginales","Boraginaceae","Hydrophyllum","Hydrophyllum virginianum","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",20,20,9.1,9.1,9.1,11.1,3,"herb","Perennial",0.45
"403","Hypericum perforatum",18,0.27744229916901,"17_3_arroyo_correa_new_zealand_2019_3","Malpighiales","Hypericaceae","Hypericum","Hypericum perforatum","Hermaphrodite","self_compatible","high",100,"Open","actinomorphic",50,50,80,17.5,2.1,4.85,75,"shrub","Perennial",0.6
"404","Hypochaeris radicata",33,0.334019153504293,"17_1_arroyo_correa_new_zealand_2019_1","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"405","Hypochaeris radicata",16,0.310469273300636,"17_2_arroyo_correa_new_zealand_2019_2","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"406","Hypochaeris radicata",96,0.43732011317694,"17_3_arroyo_correa_new_zealand_2019_3","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"407","Hypochaeris radicata",53,0.0816662602766092,"2_1_dicks_2002_england_shelfanger","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"408","Hypochaeris radicata",8,0.255500213743307,"2_2_dicks_2002_england_hicklingbroad","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"409","Hypochaeris radicata",2,1,"3_1_dupont_2009_denmark_hl","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"410","Hypochaeris radicata",5,1,"3_2_dupont_2009_denmark_ib","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"411","Hypochaeris radicata",11,1,"3_3_dupont_2009_denmark_so","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"412","Hypochaeris radicata",125,0.404998496479254,"6_1_inouye_1988_australia","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",20,2,30,30,12.5,1.5,50,"herb","Perennial",0.45
"413","Impatiens chungtienensis",37,0.35434020035694,"5_1_fang_2008_china","Ericales","Balsaminaceae","Impatiens","Impatiens chungtienensis","Hermaphrodite","self_compatible","low",19.5459397435897,"Campanulate","zygomorphic",10,10,10.5,10.5,15,0.1,94,"herb","Short lived",0.525
"414","Isopyrum biternatum",18,0.386745049323215,"16_1_burkle_usa_2013","Ranunculales","Ranunculaceae","Enemion","Enemion biternatum","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",80,3,15.5,15.5,1.5,2,24,"herb","Perennial",0.25
"415","Isostigma hoffmannii",45,0.0364219189518254,"10_1_souza_2017_brazil_chaco","Asterales","Asteraceae","Isostigma","Isostigma hoffmannii","Hermaphrodite","self_compatible","low",20.4157666666667,"Capitulum","actinomorphic",1,1,23,23,10,3,55,"herb","Perennial",0.3
"416","Ixeridium biparum",20,0.399920416008622,"5_1_fang_2008_china","Asterales","Asteraceae","Ixeridium","Ixeridium biparum","Hermaphrodite","self_compatible","low",22.82545,"Capitulum","actinomorphic",30,5,15,14.2855642857143,7.253875,5,20,"herb","Short lived",0.275
