Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Ranunculaceae,Anemone,Anemone americana,Hepatica americana,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Liliaceae,Erythronium,Erythronium umbilicatum,Erythronium umbilicatum,,,,,,,,,,,,,,,,,,,,,
Liliales,Colchicaceae,Uvularia,Uvularia sessilifolia,Uvularia sessilifolia,,,,,,,,,,,,,,,,,,,,,
Liliales,Violaceae,Viola,Viola papilionacea,Viola papilionacea,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Sapindaceae,Aesculus,Aesculus sylvatica,Aesculus sylvatica,,,,,,,,,,,,,,,,,,,,,
Sapindales,Saxifragaceae,Tiarella,Tiarella cordifolia,Tiarella cordifolia collina,,,,,,,,,,,,,,,,,,,,,
Saxifragales,Ranunculaceae,Thalictrum,Thalictrum thalictroides,Thalictrum thalictroides,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Melanthiaceae,Trillium,Trillium catesbaei,Trillium catesbei,,,,,,,,,,,,,,,,,,,,,
Liliales,Primulaceae,Primula,Primula hendersonii,Dodecatheon hendersonii,,,,,,,,,,,,,,,,,,,,,
Ericales,Asparagaceae,Camassia,Camassia quamash,Camassia quamash,,,,,,,,,,,,,,,,,,,,,
Asparagales,Ranunculaceae,Ranunculus,Ranunculus occidentalis,Ranunculus occidentalis,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Liliaceae,Erythronium,Erythronium oregonum,Erythronium oregonum,,,,,,,,,,,,,,,,,,,,,
Liliales,Apiaceae,Lomatium,Lomatium utriculatum,Lomatium utriculatum,,,,,,,,,,,,,,,,,,,,,
Apiales,Plantaginaceae,Collinsia,Collinsia parviflora,Collinsia parviflora,,,,,,,,,,,,,,,,,,,,,
Lamiales,Caprifoliaceae,Valerianella,Valerianella locusta,Valerianella locusta,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caryophyllaceae,Cerastium,Cerastium semidecandrum,Cerastium semidecadnrum,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Liliaceae,Fritillaria,Fritillaria affinis,Fritillaria affinis,,,,,,,,,,,,,,,,,,,,,
Liliales,Orchidaceae,Anacamptis,Anacamptis morio,Orchis morio,,,,,,,,,,,,,,,,,,,,,
Asparagales,Primulaceae,Primula,Primula veris,Primula veris,,,,,,,,,,,,,,,,,,,,,
Ericales,Asteraceae,Cirsium,Cirsium palustre,Cirsium palustre,,,,,,,,,,,,,,,,,,,,,
Asterales,Apiaceae,Daucus,Daucus carota,Daucus carota carota,,,,,,,,,,,,,,,,,,,,,
Apiales,Caprifoliaceae,Scabiosa,Scabiosa stellata,Scabiosa stellata,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Brassicaceae,Brassica,Brassica fruticulosa,Brassica fruticulosa,,,,,,,,,,,,,,,,,,,,,
Brassicales,Boraginaceae,Echium,Echium sabulicola,Equium sabulicola,,,,,,,,,,,,,,,,,,,,,
Boraginales,Crassulaceae,Sedum,Sedum sediforme,Sedum sediforme,,,,,,,,,,,,,,,,,,,,,
Saxifragales,Asteraceae,Helichrysum,Helichrysum stoechas,Helichrisum stoechas,,,,,,,,,,,,,,,,,,,,,
Asterales,Cistaceae,Tuberaria,Tuberaria guttata,Helianthemum guttatum,,,,,,,,,,,,,,,,,,,,,
Malvales,Asphodelaceae,Phormium,Phormium tenax,Phormium tenax,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asteraceae,Ozothamnus,Ozothamnus leptophyllus,Ozothamnus leptophyllus,,,,,,,,,,,,,,,,,,,,,
Asterales,Asparagaceae,Cordyline,Cordyline australis,Cordyline australis,,,,,,,,,,,,,,,,,,,,,
Asparagales,Apocynaceae,Parsonsia,Parsonsia heterophylla,Parsonsia heterophylla,,,,,,,,,,,,,,,,,,,,,
Gentianales,Pittosporaceae,Pittosporum,Pittosporum crassifolium,Pittosporum crassifolium,,,,,,,,,,,,,,,,,,,,,
Apiales,Polygalaceae,Polygala,Polygala myrtifolia,Polygala myrtifolia,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lupinus,Lupinus arboreus,Lupinus arboreus,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Dipogon,Dipogon lignosus,Dipogon lignosus,,,,,,,,,,,,,,,,,,,,,
Fabales,Liliaceae,Lilium,Lilium formosanum,Lilium formasanum,,,,,,,,,,,,,,,,,,,,,
Liliales,Myrtaceae,Metrosideros,Metrosideros excelsa,Metrosideros excelsa,,,,,,,,,,,,,,,,,,,,,
Myrtales,Asteraceae,Senecio,Senecio skirrhodon,Senecio skirrhodon,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Erigeron,Erigeron bonariensis,Conzya bonariensis,,,,,,,,,,,,,,,,,,,,,
Asterales,Amaryllidaceae,Agapanthus,Agapanthus praecox,Agapanthus praecox praecox,,,,,,,,,,,,,,,,,,,,,
Asparagales,Polygonaceae,Muehlenbeckia,Muehlenbeckia astonii,Muehlenbeckia astonii astonii,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Myrtaceae,Kunzea,Kunzea ericoides,Kunzea ericoides,,,,,,,,,,,,,,,,,,,,,
Myrtales,Solanaceae,Lycium,Lycium ferocissimum,Lycium ferocissimum,,,,,,,,,,,,,,,,,,,,,
Solanales,Orchidaceae,Gavilea,Gavilea odoratissima,Gavilea odoratissima,,,,,,,,,,,,,,,,,,,,,
Asparagales,Myrtaceae,Syzygium,Syzygium mauritianum,Syzygium mauritianum,,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Gaertnera sp1 M PL 070,,,,,,,,,,,,,,,,,,,,
NA,Caprifoliaceae,Scabiosa,Scabiosa comosa,Scabiosa comosa,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Asteraceae,Aster,Aster alpinus,Aster alpinus,,,,,,,,,,,,,,,,,,,,,
Asterales,Fabaceae,Oxytropis,Oxytropis viridiflava,Oxytropis viridiflava,,,,,,,,,,,,,,,,,,,,,
Fabales,Rosaceae,Sibbaldianthe,Sibbaldianthe bifurca,Potentilla bifurca,,,,,,,,,,,,,,,,,,,,,
Rosales,NA,Thymus,Thymus gobicus,Thymus gobicus,,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Chrysanthemum,Chrysanthemum zawadskii,Chrysanthemum zawadskii,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Artemisia,Artemisia commutata,Artemisia commutata,,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Potentilla,Potentilla sericea,Potentilla sericea,,,,,,,,,,,,,,,,,,,,,
Rosales,Asteraceae,Artemisia,Artemisia frigida,Artemisia frigida,,,,,,,,,,,,,,,,,,,,,
Asterales,Iridaceae,Iris,Iris tigridia,,Iris tigridia,,,,,,,,,,,,,,,,,,,,
Asparagales,Apiaceae,Bupleurum,Bupleurum bicaule,Bupleurum bicaule,,,,,,,,,,,,,,,,,,,,,
Apiales,Caryophyllaceae,Silene,Silene linnaeana,Lychnis sibirica,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Plantaginaceae,Veronica,Veronica incana,Veronica incana,,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Oxytropis,Oxytropis strobilacea,Oxytropis strobilacea,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Astragalus,Astragalus mongholicus,Astragalus mongholicus,,,,,,,,,,,,,,,,,,,,,
Fabales,Caryophyllaceae,Eremogone,Eremogone capillaris,Arenaria capillaris,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,NA,NA,NA,,Allium sp,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Leontopodium,Leontopodium leontopodioides,Leontopodium leontopodioides,,,,,,,,,,,,,,,,,,,,,
Asterales,NA,Delphinium,Delphinium triste,Delphinium triste,,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Vicia,Vicia multicaulis,Vicia multicaulis,,,,,,,,,,,,,,,,,,,,,
Fabales,NA,NA,NA,,Taraxacum sp,,,,,,,,,,,,,,,,,,,,
Asterales,Rosaceae,Potentilla,Potentilla acaulis,Potentilla acaulis,,,,,,,,,,,,,,,,,,,,,
Rosales,Gentianaceae,Gentiana,Gentiana pseudoaquatica,Gentiana pseudoaquatica,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ranunculaceae,Thalictrum,Thalictrum minus,Thalictrum minus,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Orobanchaceae,Pedicularis,Pedicularis achilleifolia,Pedicularis achilleifolia,,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Astragalus,Astragalus inopinatus,Astragalus inopinatus,,,,,,,,,,,,,,,,,,,,,
Fabales,Caryophyllaceae,Dianthus,Dianthus versicolor,Dianthus versicolor,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Sarraceniaceae,Heliamphora,Heliamphora heterodoxa,Heliamphora heterodoxa,,,,,,,,,,,,,,,,,,,,,
Ericales,Rubiaceae,Spermacoce,Spermacoce capitata,Borreria capitata,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ochnaceae,Poecilandra,Poecilandra retusa,Poecilandra retusa,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Asteraceae,Calea,Calea lucidivenia,Calea lucidivenia,,,,,,,,,,,,,,,,,,,,,
Asterales,Melastomataceae,Marcetia,Marcetia taxifolia,Marcetia taxifolia,,,,,,,,,,,,,,,,,,,,,
Myrtales,Humiriaceae,Humiria,Humiria balsamifera,Humiria balsamifera,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Rubiaceae,Declieuxia,Declieuxia fruticosa,Declieuxia fruticosa,,,,,,,,,,,,,,,,,,,,,
Gentianales,Ericaceae,Vaccinium,Vaccinium euryanthum,Vaccinium euryanthum,,,,,,,,,,,,,,,,,,,,,
Ericales,Primulaceae,Cybianthus,Cybianthus quelchii,Cybianthus quelchii,,,,,,,,,,,,,,,,,,,,,
Ericales,Clusiaceae,Clusia,Clusia grandiflora,Clusia grandiflora,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Clusiaceae,Clusia,Clusia pusilla,Clusia pusilla,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Orchidaceae,Eriopsis,Eriopsis biloba,Eriopsis biloba,,,,,,,,,,,,,,,,,,,,,
Asparagales,Xyridaceae,Xyris,Xyris setigera,Xyris setigera,,,,,,,,,,,,,,,,,,,,,
Poales,Melastomataceae,Tibouchina,Tibouchina fraterna,Tibouchina fraterna,,,,,,,,,,,,,,,,,,,,,
Myrtales,Apocynaceae,Galactophora,Galactophora schomburgkiana,Galactophora schomburgkiana,,,,,,,,,,,,,,,,,,,,,
Gentianales,Rapateaceae,Stegolepis,Stegolepis angustata,Stegolepsis angustata,,,,,,,,,,,,,,,,,,,,,
Poales,Rubiaceae,Sipanea,Sipanea galioides,Sipanea galioides,,,,,,,,,,,,,,,,,,,,,
Gentianales,Bonnetiaceae,Bonnetia,Bonnetia sessilis,Bonnetia sessilis,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Apocynaceae,Mandevilla,Mandevilla benthamii,Mandevilla benthamii,,,,,,,,,,,,,,,,,,,,,
Gentianales,Aquifoliaceae,Ilex,Ilex retusa,,Ilex retusa,,,,,,,,,,,,,,,,,,,,
Aquifoliales,Hypericaceae,Vismia,Vismia lauriformis,Vismia lauriformis,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Loranthaceae,Phthirusa,Phthirusa stelis,Phthirusa adunca,,,,,,,,,,,,,,,,,,,,,
Santalales,Orchidaceae,Epidendrum,Epidendrum ibaguense,Epidendrum ibaguense,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asteraceae,Mikania,Mikania psilostachya,Mikania psilotachya,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lepidaploa,Lepidaploa bolivarensis,Vernonia bolivariensis,,,,,,,,,,,,,,,,,,,,,
Asterales,Bromeliaceae,Brocchinia,Brocchinia acuminata,Brocchinia acuminata,,,,,,,,,,,,,,,,,,,,,
Poales,Melastomataceae,Macairea,Macairea pachyphylla,Macairea pachyphylla,,,,,,,,,,,,,,,,,,,,,
Myrtales,Ericaceae,Notopora,Notopora schomburgkii,Notopora schomburgkii,,,,,,,,,,,,,,,,,,,,,
Ericales,Melastomataceae,Miconia,Miconia ciliata,Miconia ciliata,,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Chromolanea sp1 M PL 031,,,,,,,,,,,,,,,,,,,,
NA,Araceae,Philodendron,Philodendron callosum,ptarianum,Philodendron ptarianum,,,,,,,,,,,,,,,,,,,,
Alismatales,Cyrillaceae,Cyrilla,Cyrilla racemiflora,Cyrilla racemiflora,,,,,,,,,,,,,,,,,,,,,
Ericales,Orchidaceae,Catasetum,Catasetum discolor,Catasetum discolor,,,,,,,,,,,,,,,,,,,,,
Asparagales,Ericaceae,Bejaria,Bejaria aestuans,Befaria glauca,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Vaccinium,Vaccinium puberulum,Vaccinium puberulum,,,,,,,,,,,,,,,,,,,,,
Ericales,Orchidaceae,Sobralia,Sobralia liliastrum,Sobralia liliastrum,,,,,,,,,,,,,,,,,,,,,
Asparagales,Ochnaceae,Sauvagesia,Sauvagesia angustifolia,Sauvagesia angustifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Pentaphylacaceae,Ternstroemia,Ternstroemia crassifolia,Ternstroemia crassifolia,,,,,,,,,,,,,,,,,,,,,
Ericales,Melastomataceae,Tococa,Tococa nitens,Tococa nitens,,,,,,,,,,,,,,,,,,,,,
Myrtales,Melastomataceae,Siphanthera,Siphanthera cordifolia,Siphanthera cordifolia,,,,,,,,,,,,,,,,,,,,,
Myrtales,Rubiaceae,Remijia,Remijia densiflora,Remijia densiflora,,,,,,,,,,,,,,,,,,,,,
Gentianales,NA,NA,NA,,Meriana sclerophylla,,,,,,,,,,,,,,,,,,,,
NA,Orchidaceae,Cleistes,Cleistes stricta,Pogonia stricta,,,,,,,,,,,,,,,,,,,,,
Asparagales,Melastomataceae,Macairea,Macairea parvifolia,Macairea parvifolia,,,,,,,,,,,,,,,,,,,,,
Myrtales,Bignoniaceae,Digomphia,Digomphia laurifolia,Digomphia laurifolia,,,,,,,,,,,,,,,,,,,,,
Lamiales,Rubiaceae,Pagameopsis,Pagameopsis garryoides,Pagameopsis garryoides,,,,,,,,,,,,,,,,,,,,,
Gentianales,Orchidaceae,Epistephium,Epistephium duckei,Epistephium duckei,,,,,,,,,,,,,,,,,,,,,
Asparagales,Gentianaceae,Irlbachia,Irlbachia nemorosa,Irlbachia nemorosa,,,,,,,,,,,,,,,,,,,,,
Gentianales,NA,NA,NA,,Metrosideros,,,,,,,,,,,,,,,,,,,,
NA,Nepenthaceae,Nepenthes,Nepenthes pervillei,Nepenthes pervillei,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Rubiaceae,Pyrostria,Pyrostria bibracteata,Canthium bibracteatum,,,,,,,,,,,,,,,,,,,,,
Gentianales,Dilleniaceae,Dillenia,Dillenia suffruticosa,Dillenia suffruticosa,,,,,,,,,,,,,,,,,,,,,
Dilleniales,Euphorbiaceae,Jatropha,Jatropha mollissima,Jatropha mollissima,,,,,,,,,,,,,,,,,,,,,
Malpighiales,NA,NA,NA,,Jacquemontia sp,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Senna,Senna spectabilis,Senna spectabilis,,,,,,,,,,,,,,,,,,,,,
Fabales,Sapindaceae,Cardiospermum,Cardiospermum corindum,Cardiospermum corindum,,,,,,,,,,,,,,,,,,,,,
Sapindales,Fabaceae,Poeppigia,Poeppigia procera,Poeppigia procera,,,,,,,,,,,,,,,,,,,,,
Fabales,Erythroxylaceae,Erythroxylum,Erythroxylum caatingae,Erythroxylon catingae,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Amaranthaceae,Alternanthera,Alternanthera brasiliana,Alternanthera brasiliana,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Fabaceae,Mimosa,Mimosa arenosa,Mimosa arenosa,,,,,,,,,,,,,,,,,,,,,
Fabales,Arecaceae,Syagrus,Syagrus vagans,Syagrus vagans,,,,,,,,,,,,,,,,,,,,,
Arecales,Rhamnaceae,Ziziphus,Ziziphus cotinifolia,Ziziphus cotinifolia,,,,,,,,,,,,,,,,,,,,,
Rosales,Convolvulaceae,Evolvulus,Evolvulus glomeratus,Evolvulus glomeratus,,,,,,,,,,,,,,,,,,,,,
Solanales,Solanaceae,Solanum,Solanum paniculatum,Solanum paniculatum,,,,,,,,,,,,,,,,,,,,,
Solanales,Portulacaceae,Portulaca,Portulaca oleracea,Portulaca marginata,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Cactaceae,Cereus,Cereus repandus,Cereus peruvianus,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Capparaceae,Capparis,Capparis jacobinae,Capparis jacobinae,,,,,,,,,,,,,,,,,,,,,
Brassicales,Cactaceae,Opuntia,Opuntia palmadora,Opuntia palmadora,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia coccinea,Boerhavia coccinia,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Alismataceae,Hydrocleys,Hydrocleys nymphoides,Hydrocleis nymphaeoides,,,,,,,,,,,,,,,,,,,,,
Alismatales,Fabaceae,Cenostigma,Cenostigma pyramidale,Caesalpinia pyramidalis,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Peltogyne,Peltogyne pauciflora,Peltogyne pauciflora,,,,,,,,,,,,,,,,,,,,,
Fabales,Bignoniaceae,Handroanthus,Handroanthus heptaphyllus,Tabebuia heptaphylla,,,,,,,,,,,,,,,,,,,,,
Lamiales,Malvaceae,Sida,Sida galheirensis,Sida galheirensis,,,,,,,,,,,,,,,,,,,,,
Malvales,Myrtaceae,Eugenia,Eugenia rosea,Eugenia rosea,,,,,,,,,,,,,,,,,,,,,
Myrtales,Amaranthaceae,Gomphrena,Gomphrena vaga,Gomphrena holosericea,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,NA,NA,NA,,Capparis yco,,,,,,,,,,,,,,,,,,,,
NA,Lamiaceae,Rhaphiodon,Rhaphiodon echinus,Rhaphiodon echinus,,,,,,,,,,,,,,,,,,,,,
Lamiales,Boraginaceae,Cordia,Cordia bullata,globosa,Cordia aff globosa,,,,,,,,,,,,,,,,,,,,
Boraginales,Fabaceae,Senegalia,Senegalia bahiensis,Acacia bahiensis,,,,,,,,,,,,,,,,,,,,,
Fabales,Malvaceae,Herissantia,Herissantia crispa,Herissantia crispa,,,,,,,,,,,,,,,,,,,,,
Malvales,Boraginaceae,Cordia,Cordia latiloba,Cordia latiloba,,,,,,,,,,,,,,,,,,,,,
Boraginales,Malvaceae,Sidastrum,Sidastrum paniculatum,Sidastrum paniculatum,,,,,,,,,,,,,,,,,,,,,
Malvales,Malvaceae,Melochia,Melochia tomentosa,Melochia tomentosa,,,,,,,,,,,,,,,,,,,,,
Malvales,Portulacaceae,Portulaca,Portulaca elatior,Portulaca elatior,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Sapotaceae,Sideroxylon,Sideroxylon obtusifolium,Sideroxylon obtusifolium,,,,,,,,,,,,,,,,,,,,,
Ericales,Anacardiaceae,Anacardium,Anacardium occidentale,Anacardium occidentale,,,,,,,,,,,,,,,,,,,,,
Sapindales,Fabaceae,Chaetocalyx,Chaetocalyx scandens,Chaetocalyx scandens,,,,,,,,,,,,,,,,,,,,,
Fabales,Moraceae,Maclura,Maclura tinctoria,Chlorophora tinctoria,,,,,,,,,,,,,,,,,,,,,
Rosales,Alismataceae,Helanthium,Helanthium tenellum,Echinodorus subulatus,,,,,,,,,,,,,,,,,,,,,
Alismatales,Menyanthaceae,Nymphoides,Nymphoides indica,Nymphoides indica,,,,,,,,,,,,,,,,,,,,,
Asterales,Verbenaceae,Lippia,Lippia pohliana,Lippia pohliana,,,,,,,,,,,,,,,,,,,,,
Lamiales,Malvaceae,Herissantia,Herissantia tiubae,Herissantia tiubae,,,,,,,,,,,,,,,,,,,,,
Malvales,NA,NA,NA,,Solanum gardnerii,,,,,,,,,,,,,,,,,,,,
NA,Fabaceae,Chamaecrista,Chamaecrista belemii,Chamaecrista belemii,,,,,,,,,,,,,,,,,,,,,
Fabales,Euphorbiaceae,Croton,Croton echioides,Croton echioides,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Myrtaceae,Syzygium,Syzygium wrightii,Syzygium wrightii,,,,,,,,,,,,,,,,,,,,,
Myrtales,Arecaceae,Phoenicophorium,Phoenicophorium borsigianum,Phoenicophorium borsigianum,,,,,,,,,,,,,,,,,,,,,
Arecales,Sapotaceae,Mimusops,Mimusops sechellarum,Mimusops sechellarum,,,,,,,,,,,,,,,,,,,,,
Ericales,Sapotaceae,Northia,Northia seychellana,Northea hornei,,,,,,,,,,,,,,,,,,,,,
Ericales,Ochnaceae,Medusagyne,Medusagyne oppositifolia,Medusagyne oppositifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Bignoniaceae,Colea,Colea seychellarum,Colea seychellarum,,,,,,,,,,,,,,,,,,,,,
Lamiales,Goodeniaceae,Scaevola,Scaevola taccada,Scaevola sericea,,,,,,,,,,,,,,,,,,,,,
Asterales,Lythraceae,Pemphis,Pemphis acidula,Pemphis acidula,,,,,,,,,,,,,,,,,,,,,
Myrtales,Araliaceae,Polyscias,Polyscias maraisiana,Gastonia mauritiana,,,,,,,,,,,,,,,,,,,,,
Apiales,Asparagaceae,Dracaena,Dracaena concinna,Dracaena concinna,,,,,,,,,,,,,,,,,,,,,
Asparagales,Verbenaceae,Stachytarpheta,Stachytarpheta jamaicensis,Stachytapheta jamaicencis,,,,,,,,,,,,,,,,,,,,,
Lamiales,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,,,,,,,,,,,,,,,,,,,,,
Fabales,Malvaceae,Thespesia,Thespesia populnea,Thespesia populnea,,,,,,,,,,,,,,,,,,,,,
Malvales,Surianaceae,Suriana,Suriana maritima,Suriana maritima,,,,,,,,,,,,,,,,,,,,,
Fabales,Boraginaceae,Argusia,Argusia argentea,Argusia argentea,,,,,,,,,,,,,,,,,,,,,
Boraginales,Passifloraceae,Turnera,Turnera angustifolia,Turnera angustifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Convolvulaceae,Ipomoea,Ipomoea macrantha,Ipomoea macrantha,,,,,,,,,,,,,,,,,,,,,
Solanales,Rubiaceae,Morinda,Morinda citrifolia,Morinda citrifolia,,,,,,,,,,,,,,,,,,,,,
Gentianales,Passifloraceae,Passiflora,Passiflora suberosa,Passiflora suberosa,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Ebenaceae,Diospyros,Diospyros seychellarum,Diospyros seychellarum,,,,,,,,,,,,,,,,,,,,,
Ericales,Arecaceae,Deckenia,Deckenia nobilis,Deckenia nobilis,,,,,,,,,,,,,,,,,,,,,
Arecales,Rubiaceae,Timonius,Timonius sechellensis,Timonius sechellensis,,,,,,,,,,,,,,,,,,,,,
Gentianales,Asteraceae,Olearia,Olearia furfuracea,Olearia furfuracea,,,,,,,,,,,,,,,,,,,,,
Asterales,Myrtaceae,Metrosideros,Metrosideros perforata,Metrosideros perforata,,,,,,,,,,,,,,,,,,,,,
Myrtales,Phytolaccaceae,Phytolacca,Phytolacca octandra,Phytolacca octandra,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Primulaceae,Myrsine,Myrsine australis,Myrsine australis,,,,,,,,,,,,,,,,,,,,,
Ericales,Myrtaceae,Kunzea,Kunzea robusta,Kunzea robusta,,,,,,,,,,,,,,,,,,,,,
Myrtales,NA,NA,NA,,Hebe,,,,,,,,,,,,,,,,,,,,
NA,Violaceae,Melicytus,Melicytus ramiflorus,Melicytus ramiflorus,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Convolvulaceae,Calystegia,Calystegia sepium,Calystegia sepium subsp roseata,,,,,,,,,,,,,,,,,,,,,
Solanales,Malvaceae,Hoheria,Hoheria populnea,Hoheria populnea,,,,,,,,,,,,,,,,,,,,,
Malvales,Caprifoliaceae,Leycesteria,Leycesteria formosa,Leycesteria formosa,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Tropaeolaceae,Tropaeolum,Tropaeolum majus,Tropaeolum majus,,,,,,,,,,,,,,,,,,,,,
Brassicales,Cyperaceae,Gahnia,Gahnia rigida,Gahnia rigida,,,,,,,,,,,,,,,,,,,,,
Poales,Amaranthaceae,Beta,Beta vulgaris,Beta maritima,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,NA,NA,NA,,Freesia sp1 M PL 036,,,,,,,,,,,,,,,,,,,,
NA,Asteraceae,Solidago,Solidago sempervirens,Solidago sempervirens,,,,,,,,,,,,,,,,,,,,,
Asterales,Resedaceae,Reseda,Reseda luteola,Reseada luteola,,,,,,,,,,,,,,,,,,,,,
Brassicales,Ochnaceae,Ochna,Ochna kirkii,,Ochna kirkii,,,,,,,,,,,,,,,,,,,,
Malpighiales,Rubiaceae,Ixora,Ixora pudica,,Ixora pudica,,,,,,,,,,,,,,,,,,,,
Gentianales,Lamiaceae,Premna,Premna serratifolia,Premna serratifolia,,,,,,,,,,,,,,,,,,,,,
Lamiales,Apocynaceae,Alstonia,Alstonia macrophylla,Alstonia macrophylla,,,,,,,,,,,,,,,,,,,,,
Gentianales,NA,NA,NA,,Gaertnera sp1 M PL 078,,,,,,,,,,,,,,,,,,,,
NA,NA,Stachytarpheta,NA,NA,Stachytapheta jamaicensis,,,,,,,,,,,,,,,,,,,,
NA,Boraginaceae,Tournefortia,Tournefortia argentea,Tourneortia argentea,,,,,,,,,,,,,,,,,,,,,
Boraginales,Fabaceae,Falcataria,Falcataria moluccana,Paraserianthes falcataria,,,,,,,,,,,,,,,,,,,,,
Fabales,Amaryllidaceae,Agapanthus,Agapanthus praecox,Agapanthus praecox,,,,,,,,,,,,,,,,,,,,,
Asparagales,NA,NA,NA,,Taraxacum,,,,,,,,,,,,,,,,,,,,
NA,Asparagaceae,Cordyline,Cordyline australis,Cordyline australisTree,,,,,,,,,,,,,,,,,,,,,
Asparagales,Myrtaceae,Syzygium,Syzygium glomeratum,Syzygium glomeratum,,,,,,,,,,,,,,,,,,,,,
Myrtales,Pandanaceae,Pandanus,Pandanus rigidifolius,Pandanus rigidifolius,,,,,,,,,,,,,,,,,,,,,
Pandanales,Celastraceae,Pleurostylia,Pleurostylia leucocarpa,Pleurostylia leucocarpa,,,,,,,,,,,,,,,,,,,,,
Celastrales,Primulaceae,Badula,Badula insularis,Badula insularis,,,,,,,,,,,,,,,,,,,,,
Ericales,NA,NA,NA,,Xyris sp1 M PL 071,,,,,,,,,,,,,,,,,,,,
NA,Euphorbiaceae,Euphorbia,Euphorbia pyrifolia,Euphorbia pyrifolia,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Rosaceae,Rubus,Rubus alceifolius,Rubus alcefolius,,,,,,,,,,,,,,,,,,,,,
Rosales,Convolvulaceae,Jacquemontia,Jacquemontia ovalifolia,sandwicensis,Jacquemontia sandwicensis,,,,,,,,,,,,,,,,,,,,
Solanales,Boraginaceae,Heliotropium,Heliotropium anomalum,Helitropium anomalum,,,,,,,,,,,,,,,,,,,,,
Boraginales,Asteraceae,Melanthera,Melanthera integrifolia,Melanthera integrifolia,,,,,,,,,,,,,,,,,,,,,
Asterales,Euphorbiaceae,Euphorbia,Euphorbia degeneri,Euphorbia degeneri,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Santalaceae,Santalum,Santalum ellipticum,Santalum ellipticum,,,,,,,,,,,,,,,,,,,,,
